lasocieteartistique@wanadoo.fr;Nom de la structure;Site web;1_N° + Rue;1_Code postal;1_Ville;2_N° rue;2_Code postal;2_Ville;3_N° rue;3_Code postal;3_Ville;4_N° rue;4_Code postal;4_Ville;5_N° rue;5_Code postal;5_Ville;1_Discipline;2_Discipline;3_Discipline;4_Discipline;5_Discipline;6_Discipline;7_Discipline;8_Discipline;9_Discipline;10_Discipline;"Email 1 =if(or(AD7=AD6,AD7=AD8),""doublon"","""")";Email 2;Email 3;Email 4;Email 5;Tél 1;Tél 2;Tél 3;COMMENTAIRES;Evaluation du référencement : +/-;Qui ?;Rajout
3962;Conservatoire International de Musique Paris 16;conservatoireparis16.com ;102 rue Boileau;75016;Paris;16 rue Dufrénoy;75016;Paris;;;;;;;;;;Eveil musical;Chant & instrument;Piano;Violon, violoncelle & alto;Harmonica;Saxophone;Batterie;Ensembles instrumentaux;;;chant@conservatoireparis16.com;cours@conservatoireparis16.com;;;;675798318;145031575;;;;Elisa;15/04/2014
3966;Association GV Passy Trocadéro;gvpassytrocadero.fr;15 rue des Bauches;75016;Paris;14 rue des Bauches;75016;Paris;8 RUE CHERNOVIZ;75016;Paris;69 RUE DE L'ASSOMPTION;75016;Paris;;;;Coaching sportif & gym;Yoga autres;Gymnastique douce, stretching & étirements;;;;;;;;gvpassytrocadero@gmail.com;;;;;142886010;;;;;Youness;15/04/2014
3968;Arollo;arollo.fr;60, boulevard Lannes;75016;Paris;;;;;;;;;;;;;Roller;;;;;;;;;;contact@arollo.fr;;;;;660532660;825106060;;;;Youness;15/04/2014
3970;Global training center;globaltrainingcenter.fr ;123 av Versailles;75016;Paris;;;;;;;;;;;;;Coaching sportif & gym;Coaching sportif & gym;Gymnastique douce, stretching & étirements;Pilates;Hatha yoga;Sophrologie;;;;;contact@globaltrainingcenter.com;;;;;145253385;184162463;;;;Mehdi;15/04/2014
3972;L'Elite Pongiste 15;http://ep15.ironie.org/;13, rue du Général Guillaumat;75015;Paris;18, av de la Porte Brancion;75015;Paris;62, rue Cambronne;75015;Paris;;;;;;;Ping-pong / tennis de table;;;;;;;;;;kech.hak@free.fr;;;;;619113410;609767100;;;;Mehdi;15/04/2014
3974;les Archers de trois Lys;archersdes3lys.fr;Archers des 3 Lys;75016;Paris;;;;;;;;;;;;;Tir à l'arc;;;;;;;;;;archers3lys@wanadoo.fr;;;;;674382117;;;;;Guennole;15/04/2014
3976;Skcp16;skcp16.org;14 rue des Bauches;75016;Paris;15 rue des Bauches;75016;Paris;;;;;;;;;;Karaté;;;;;;;;;;skcp16@hotmail.fr;;;;;676052243;;;;;Zara;15/04/2014
3977;Dojogym's Academy;https://www.facebook.com/pages/Dojogyms-Academy/134898816527130;14-16 avenue Théophile Gautier;75016;Paris;;;;;;;;;;;;;Danse classique;Jazz, Street Jazz & Modern jazz;;;;;;;;;cyrilhaubourg@hotmail.com;;;;;662742366;;;;;Elisa;15/04/2014
3978;Véronique Aubenas ;veroniqueaubenas.com;142 av Versailles;75016;Paris;;;;;;;;;;;;;Dessin;Peinture;Autres arts plastiques;;;;;;;;aubenas.v@gmail.com;atelierdesmarches@gmail.com;;;;142882094;;;;;Fabrice;15/04/2014
3980;Secret Training;secrettraining.fr ;15 rue Daumier;75016;Paris;;;;;;;;;;;;;Aérobic & fitness;Coaching sportif & gym;Pilates;Coaching personnel;Yoga autres;Aquabiking;;;;;contact@secrettraining.fr;;;;;156400000;;;;;Zara;15/04/2014
3984;Music Marnew;music-marnew-instruments.com;16, rue Dufrenoy;75016;Paris;;;;;;;;;;;;;Piano;Ensembles instrumentaux;Chant & instrument;Batterie;Violon, violoncelle & alto;;;;;;jean.servais@free.fr;;;;;675798318;145031575;;;;Mehdi;15/04/2014
3986;My Studio;http://www.mystudioparis.com/;17 boulevard Beauséjour;75016;Paris;;;;;;;;;;;;;Coaching sportif & gym;Coaching sportif & gym;Gymnastique douce, stretching & étirements;Pilates;Yoga autres;;;;;;brenda.nahon@orange.fr;;;;;145242005;;;;;Mehdi;15/04/2014
3990;Esméralda Danse Orientale;http://coursdedanseorientale.fr/;2 villa de Longchamp;75016;Paris;17 rue Boileau;75016;Paris;;;;;;;;;;Danse orientale;Coaching sportif & gym;Aérobic & fitness;Gymnastique douce, stretching & étirements;;;;;;;esmeralda-bellydance@live.fr;;;;;670890163;;;;;Mehdi;15/04/2014
3991;Florian Bougel;leconsdepiano.fr ;20 Av de la Frilliere;75016;Paris;;;;;;;;;;;;;Piano;;;;;;;;;;contact@florianbougel.fr;;;;;681370183;;;;;Mehdi;15/04/2014
3992;Ju Jitsu Paris 16;jujitsu-paris16.com;20 Rue des Vignes;75016;Paris;;;;;;;;;;;;;Jiu-jitsu;Tai Chi Chuan;;;;;;;;;contact@jujitsu-paris16.com;;;;;668092507;;;;;Mehdi;15/04/2014
3993;Côté Forme;coteforme.net;22 bis rue Singer;75016;Paris;;;;;;;;;;;;;Pilates;Esthétique;Massage;Yoga autres;Aquabiking;;;;;;info@coteforme.net;;;;;644880634;145272035;;;;Zara;15/04/2014
3995;La Voix Unique;carinejournaud.com;22 rue de la Roquette;75011;Paris;;;;;;;;;;;;;Techniques vocales;;;;;;;;;;contact@carinejournaud.com;;;;;663738455;;;;;Guennole;15/04/2014
3996;Ecole Francaise de Watsu et massage aquatique;http://www.ecolewatsu.fr/;22 rue Parent de Rosan;75016;Paris;;;;;;;;;;;;;Watsu;Sport & grossesse;;;;;;;;;admininstration@watsu.pro;info@watsu.pro;;;;677016872;;;;;Mehdi;15/04/2014
3998;Ensemble Choral Copernic;http://ulif.com/;24 rue Copernic;75016;Paris;;;;;;;;;;;;;Chant choral;Chant & instrument;;;;;;;;;musique@ulif.com;;;;;147043727;;;;;Mehdi;15/04/2014
4001;Paris Jean Bouin;parisjeanbouin.fr;26 avenue du Général Sarrail;75016;Paris;;;;;;;;;;;;;Tennis;Basket-ball;Hockey;Rugby;;;;;;;info@parisjeanbouin.fr;;;;;146515540;146514577;;;;Zara;15/04/2014
4002;Club Atheon;clubatheon.com;26 Avenue du Général Sarrail;75016;Paris;61 avenue de la porte d'Auteuil;75016;Paris;12 quai Saint Exupéry;75016;Paris;;;;;;;Judo;Karaté;Kung-fu;Taekwondo;Arts martiaux autres;Zumba;Apprentissage d'une langue;Krav-maga;Capoeira;Taekwondo;atheon@clubatheon.com;;;;;761743103;;;;;Fabrice;15/04/2014
4003;Conservatoire Russe de Paris Serge Rachmaninoff;conservatoirerachmaninoff.com;26, Avenue de New York;75016;Paris;;;;;;;;;;;;;Apprentissage d'une langue;Danse classique;Culture musicale;Solfège;;;;;;;secrachma@hotmail.fr;;;;;147235144;;;;;Elisa;15/04/2014
4006;Must;http://must-institute.fr/;29 av Pierre 1er de Serbie;75008;Paris;14 rue Littré;75006;Paris;;;;;;;;;;Coaching sportif & gym;Coaching sportif & gym;Pilates;Massage;Aérobic & fitness;;;;;;marceau@must-institute.fr;;;;;147201892;953735921;;;;Mehdi;15/04/2014
4011;Gym et danse du Trocadéro;gymetdanse.com;36 Rue de Longchamp;75016;Paris;2 villa Longchamp;75116;Paris;;;;;;;;;;Jazz, Street Jazz & Modern jazz;Coaching sportif & gym;Danse classique;Yoga autres;;;;;;;sacha_dance@yahoo.fr;contact@yogavenue.fr;info@gymetdanse.com;;;615652652;;;;;Mehdi;15/04/2014
4012;Les Enfants de Passy;les-enfants-de-passy.fr ;4 rue de l'annonciation;75016;Paris;;;;;;;;;;;;;Football;Tennis;Autres arts plastiques;;;;;;;;edepassy@yahoo.fr;fcedepassy@yahoo.fr;tennis.edepassy@yahoo.fr;;;145200111;;;;;Guennole;15/04/2014
4014;Le Massage Sensitif;http://www.msdoisy.fr/;40 Rue Poussin;75016;Paris;9, place Jacques Marette;75015;Paris;;;;;;;;;;Massage;Psychothérapies;Yoga autres;;;;;;;;ddoisy@yahoo.fr;;;;;607573600;;;;;Mehdi;15/04/2014
4020;Le Musée du Vin;museeduvinparis.com;5 Square Charles Dickens;75016;Paris;;;;;;;;;;;;;Œnologie;Vins & mets / chocolats;;;;;;;;;mlc@museeduvinparis.com;;;;;145257089;145256326;;;;Guennole;15/04/2014
4021;Amicale Édouard Petit;aep-escrime.org;15 rue des Bauches;75016;Paris;66 Boulevard du Montparnasse;75015;Paris;;;;;;;;;;Escrime;Arts martiaux autres;;;;;;;;;aep@aep-escrime.org;;;;;679755703;177627752;612865565;;;Youness;15/04/2014
4023;Le Quadrille Français;lequadrillefrancais.com;31 avenue Georges Bernanos;75005;Paris;;;;;;;;;;;;;Danse contemporaine & moderne;Costumes & déguisements;;;;;;;;;contact@lequadrillefrancais.com;;;;;680082097;;;;;Guennole;15/04/2014
4025;Urban Challenge;urban-challenge.fr;23 Boulevard de La Madeleine;75001;Paris;11 Avenue Paul Appell;75014;Paris;50 boulevard Gallieni;92130;Issy Les Moulineaux;26 Avenue Maréchal Franchet d'Esperey;75016;Paris;26 rue Léon Jost,;75017;Paris;Course à pied, running & marathon;Coaching sportif & gym;Gymnastique douce, stretching & étirements;;;;;;;;info@urban-challenge.fr;;;;;145209347;;;;;Zara;15/04/2014
4027;Association Culturelle de Sports de Plein Air;acsp-paris.voila.net;60 boulevard Lannes;75016;Paris;32 boulevard Lannes,;75016;Paris;;;;;;;;;;Gymnastique douce, stretching & étirements;Randonnée;Arts martiaux autres;;;;;;;;antoine.beznosiuk@hotmail.fr;acsp.paris@gmail.com;;;;671534300;680047963;;;;Youness;15/04/2014
4028;Teremok;http://www.teremok.sitew.fr/#Francais.A;61 rue Violet;75015;Paris;;;;;;;;;;;;;Dessin;Danse classique;Chant & instrument;Apprentissage d'une langue;Théâtre amateurs;;;;;;teremok@rossinka.fr;;;;;628046237;;;;;Zara;15/04/2014
4029;École de Cuisine Alain Ducasse;http://ecolecuisine-alainducasse.com/fr/accueil;64 Rue du Ranelagh;75016;Paris;;;;;;;;;;;;;Cuisine française;Dégustations diverses;Vins & mets / chocolats;;;;;;;;ecole@alain-ducasse.com;;;;;144909100;158002224;;;;Mehdi;15/04/2014
4032;L'ABC du parfum;lestudioduparfum.fr;7 rue Vineuse;75016;Paris;;;;;;;;;;;;;Ateliers de création de parfums;;;;;;;;;;marina.jung@lestudioduparfum.fr;;;;;173794363;643641655;;;;Zara;15/04/2014
4033;Les Voies en Musique;lesvoiesenmusique.wordpress.com ;73 rue des Vignes;75016;Paris;;;;;;;;;;;;;Eveil musical;Chant & instrument;Techniques vocales;;;;;;;;voiesenmusique@gmail.com;;;;;661589843;981605773;;;;Zara;15/04/2014
4035;Association Bebegym;bebegym.blogspot.fr;75 rue de l'Assomption;75016;Paris;8bis rue de l'Annonciation;75016;Paris;32 -34 Bd de Reims;75017;Paris;21 rue de l’Amiral Roussin;75015;Paris;27 - 31 Bd Inkermann;92200;Neuilly-sur-Seine;Femmes enceintes;Pilates;Danse classique;Jazz, Street Jazz & Modern jazz;Théâtre amateurs;Eveil musical;Dessin;Peinture;Zumba;;bebegym@hotmail.fr;;;;;145273518;660764657;;;;Youness;15/04/2014
4037;Tennis Club Paris Midi;lecons-tennis.com;61 avenue de la porte d'Auteuil;75016;Paris;12 Quai St Exupery;75016;Paris;21 allée des saules;78480;Verneuil sur Seine;93 rue de Rouget de Lisle;92150;Suresnes;;;;Tennis;;;;;;;;;;didier.rousseau@tcpm-tennis.com;laurent.hauguel@tcpm-tennis.com;tcpm@lecons-tennis.com;;;609673689;608529265;;;;Zara;15/04/2014
4038;Pilates Paris 16;pilates-paris16.com;8 av du Général Balfourier;75016;Paris;;;;;;;;;;;;;Pilates;Gymnastique douce, stretching & étirements;;;;;;;;;contact@pilates-paris16.com;;;;;609595297;;;;;Mehdi;15/04/2014
4040;Cours de Théâtre Chaillot;facebook.com/CoursDeTheatreChaillot;8 rue de l'Annonciation;75016;Paris;;;;;;;;;;;;;Théâtre amateurs;Improvisation théâtrale;;;;;;;;;jo.camacho@orange.fr;;;;;647949089;;;;;Elisa;15/04/2014
4041;Sylvie Carbonel;sylvie-carbonel.com ;8 rue Vital;75016;Paris;;;;;;;;;;;;;Piano;Solfège;;;;;;;;;sylvie.carbonel@wanadoo.fr;guyhart-hartmann@wanadoo.fr;;;;611772361;145033432;145270484;;;Zara;15/04/2014
4043;MusicArea;http://musicarea.fr/;9 bis rue Chernoviz;75016;Paris;;;;;;;;;;;;;Contrebasse;Batterie;Basse & amplis;;;;;;;;contact@musicarea.fr;;;;;622400999;678832953;688364439;;;Mehdi;15/04/2014
4044;Scuba Club;scuba-club.fr;9 rue Raffaelli;75016;Paris;1 route des Lacs Porte de Passy;75016;Paris;24 Quai de Rive-Neuve;13000;Marseille;119, Boulevard Charles de Gaulle;93340;Villeneuve La Garenne;;;;Plongée;;;;;;;;;;info@scuba-club.fr;;;;;146516102;660267222;;;;Zara;15/04/2014
4050;Union Des Pecheurs De Paris et de la Seine;pecheursdeparis.fr;Rue René Boylesve;75016;Paris;;;;;;;;;;;;;Chasse & Pêche;Culture & civilisation;;;;;;;;;info@pecheursdeparis.fr;;;;;607628468;;;;;Youness;15/04/2014
4052;Virginie Goldet;;1 rue des Dardanelles;75017;Paris;45 Boulevard Gouvion de Saint-Cyr;75017;Paris;;;;;;;;;;Sophrologie;Yoga autres;;;;;;;;;virgol@noos.fr;;;;;614838458;184884566;;;;Zara;15/04/2014
4055;Atelier Hourdé;atelier-hourde.fr;10 bd des batignoles;75017;Paris;3 et 5 rue Biot;75017;Paris;;;;;;;;;;Architecture & aménagements;Peinture;Décoration d'intérieur;;;;;;;;contact@atelier-hourde.fr;;;;;145225812;;;;;Fabrice;15/04/2014
4056;Duk Moo Hapkido;dukmoo-fr.com;10 rue Fragonard;75017;Paris;28 rue André Brechet;75017;Paris;30 Rue Georges Boissaye du Bocage;76310;Sainte-Adresse;12 rue d'Anjou;93330;Neuilly sur Marne;rue de l'université;93160;Noisy les Grand;Arts martiaux autres;Self-défense;;;;;;;;;nicolas.marrocco@hotmail.fr;;;;;;;;;;Elisa;15/04/2014
4057;Made in Place Clichy;madeinplaceclichy.com;27, rue Margueritte Long;75017;Paris;;;;;;;;;;;;;Badminton;Ateliers d'écriture;Jeux;;;;;;;;madeinplaceclichy@gmail.com;;;;;770761679;`;;;;Guennole;15/04/2014
4059;Centre Social Cefia;cefia.org;102, rue de la Jonquière;75017;Paris;18 rue Jacques Kellner;75017;Paris;;;;;;;;;;Séjours de soutien scolaire;Cuisine française;Tricot et macramé;;;;;;;;cefia-dir@orange.fr;cefia-dir@wanadoo.fr;;;;142632315;;;;;Fabrice;15/04/2014
4060;La Fabrique d'Effets;lafabriquedeffets.com;104 rue Legendre;75017;Paris;;;;;;;;;;;;;Créations florales;Création de jardin d'art;;;;;;;;;lafabriquedeffets@orange.fr;;;;;962374102;;;;;Guennole;15/04/2014
4061;Aquabike Seventeen;aquabike-seventeen.com;106, rue Cardinet;75017;Paris;;;;;;;;;;;;;Aquagym;Arts martiaux autres;;;;;;;;;xsalabert@yahoo.fr;;;;;147648018;;;;;Youness;15/04/2014
4062;Atelier d'Artistes;http://atelierdartistes.fr/;106, rue des Dames;75017;Paris;22, place Dupleix;75015;Paris;;;;;;;;;;Peinture;Peinture à l'huile;Vitrail & travail du verre;Dessin ou peinture d'après modèle vivant;Découverte dessin & peinture;Dessin;;;;;pascal@atelierdartistes.fr;;;;;175519628;621329239;177159543;;;Mehdi;15/04/2014
4063;L'Ecole de Musique Hippolyte XVII;cours.hippolyte.free.fr;109, rue Cardinet;75017;Paris;;;;;;;;;;;;;Musiques mixtes;Chants traditionnels & chants du monde;Piano;Solfège;;;;;;;contact@hippolytexvii.com;;;;;146223604;;;;;Guennole;15/04/2014
4069;Ecole Normale de Musique de Paris Alfred Cortot;http://ecolenormalecortot.com/;114 bis Boulevard Malesherbes;75017;Paris;;;;;;;;;;;;;Chant & instrument;Piano;Ensembles instrumentaux;Musiques mixtes;;;;;;;info@ecolenormalecortot.com;admission@ecolenormalecortot.com;;;;153081919;147638790;;;;Mehdi;15/04/2014
4070;Emmanuel De Catuélan;emmanueldecatuelanyoga.com;118 bd Courcelles;75017;Paris;;;;;;;;;;;;;Hatha yoga;;;;;;;;;;emmanueldecatuelan@gmail.com;poggi.colette@wanadoo.fr;;;;142120438;142733390;;;;Fabrice;15/04/2014
4072;Ateliers Beaux Arts de la Félicité;cours-dessin-paris.fr ;12 rue de la Félicité;75017;Paris;;;;;;;;;;;;;Dessin;Peinture;Autres arts plastiques;;;;;;;;isabelle.labat@free.fr;;;;;619428625;;;;;Zara;15/04/2014
4075;Zen C Zen;zenczen.com ;12, rue Bayen;75017;Paris;;;;;;;;;;;;;Yoga autres;;;;;;;;;;nicolasbosniak@gmail.com;;;;;659056220;;;;;Mehdi;15/04/2014
4076;ABC Dégustation;abcdegustation.fr;12/14 rue de Lorraine;75017;Paris;43 rue de la Félicité;75017;Paris;2 rue Boileau;44000;Nantes;8 rue du Moulin;35135;Rennes;28-30 rue Tauzia;33800;Bordeaux;Chocolat;Cuisine française;Vins & mets / chocolats;Œnologie;;;;;;;contact@abcdegustation.com;;;;;147308919;;;;;Youness;15/04/2014
4080;Myo-Energetique;myo-energetique.com ;13 rue Boursault;75017;Paris;12 rue des Epinettes;75017;Paris;;;;;;;;;;Shiatsu;Massage;;;;;;;;;info@myo-energetique.com;;;;;142949743;;;;;Mehdi;15/04/2014
4083;Age d'Or de France;agedordefrance.com;135 bis rue de Rome;75017;Paris;;;;;;;;;;;;;Qi Gong;Découverte de la nature;Culture & civilisation;Travail de la voix;;;;;;;agedor@agedordefrance.com;;;;;153246740;;;;;Mehdi;15/04/2014
4084;Nathalie Buy;http://cours-de-danse-nathalie-buy.com/;137 Avenue de Wagram;75017;Paris;;;;;;;;;;;;;Aérobic & fitness;Danse classique;;;;;;;;;compagnienathaliebuy@hotmail.fr;;;;;147635878;611731770;;;;Mehdi;15/04/2014
4085;CS Ternes Paris Ouest;omnisports17.fr ;6 Avenue de la Porte de Clichy;75017;Paris;19 Avenue de la Porte de Villiers;75017;Paris;;75017;Paris;;;;;;;Tennis;Football;;;;;;;;;contact.omnisports17@noos.fr;;;;;660523452;;;;;Elisa;15/04/2014
4087;Le Souffle du Yoga;http://www.souffleduyoga.fr/mcg2013/accueil.html;Notre Dame de la Croix;82600;Verdun sur Garonne;16 rue des réservoirs;82000;Montauban;;;;;;;;;;Yoga autres;Travail de la voix;;;;;;;;;lesouffleduyoga@gmail.com;;;;;663522151;672587018;;;;Guennole;15/04/2014
4088;Un Nouveau Regard;un-nouveau-regard.com/CoursCollectifs.html#GroupesRDC ;15 bd. Péreire;75017;Paris;;;;;;;;;;;;;Sophrologie;Relaxation autres;;;;;;;;;joel.plessis@un-nouveau-regard.com;;;;;147549662;;;;;Zara;15/04/2014
4089;L'Atelier Flo.L Paris;flo-l.com ;15 rue Caroline;75017;Paris;6 rue des batignolles;75017;Paris;;;;;;;;;;Dessin;Peinture;;;;;;;;;contact@flo-l.com;;;;;663147109;;;;;Mehdi;15/04/2014
4090;Les Mauvais Joueurs;lesmauvaisjoueurs.com;155 rue de Saussure;75017;Paris;;;;;;;;;;;;;Art dramatique;Improvisation théâtrale;;;;;;;;;contact@lesmauvaisjoueurs.com;;;;;672474693;;;;;Guennole;15/04/2014
4091;Club audiovisuel de Paris;clubaudiovisuelparis.free.fr;rue Christine de Pisan;75017;Paris;;;;;;;;;;;;;Technique & analyse de films;Réalisation films tous formats;Montage vidéo;Prise de son & montage audio;;;;;;;marie.cipriani@noos.fr;;;;;146374216;;;;;Fabrice;15/04/2014
4093;Espace 16;http://espace16.fr/;16 rue Roger Bacon;75017;Paris;;;;;;;;;;;;;Danse classique;Danse contemporaine & moderne;Diverses danses classiques & contemporaines;Aquarelle & lavis;Couture & création en feutre et laine;Poterie & raku;Gymnastique douce, stretching & étirements;Restauration d'art;Randonnée;Peinture à l'huile;contact@espace16.fr;francais@espace16.fr;accueil@espace16.fr;;;145724148;;;;;Mehdi;15/04/2014
4095;Godillot Familial;godillot-familial.fr ;164 rue de Saussure;75017;Paris;;;;;;;;;;;;;Randonnée;;;;;;;;;;godillotfamilial.paris@gmail.com;;;;;689521364;147669924;;;;Mehdi;15/04/2014
4096;Fit & Slim;fitandslim.fr;17 rue Médéric;75017;Paris;13 rue Benjamin Franklin;75116;Paris;;;;;;;;;;Aérobic & fitness;Aquagym;Aquabiking;;;;;;;;Info@fitandslim.fr;;;;;146225189;142881137;;;;Mehdi;15/04/2014
4098;Carton addict;carton-addict.com;176 rue Legendre;75017;Paris;;;;;;;;;;;;;Fabrication de meubles en carton;Cartonnage;;;;;;;;;contact@carton-addict.com;;;;;613921266;;;;;Fabrice;15/04/2014
4100;Compagnie Clarance;compagnie-clarance.fr;18 rue Jacquemont;75017;Paris;;;;;;;;;;;;;Improvisation théâtrale;Théâtre amateurs;;;;;;;;;jeangrimaud@compagnie-clarance.fr;compagnieclarance@wanadoo.fr;diffusion@compagnie-clarance.fr;;;664635583;684974549;;;;Mehdi;15/04/2014
4102;Académie de Danse Barbot Perrot;http://www.academie-de-danse-barbot-perrot.ruedesloisirs.com/;18 rue Tocqueville;75017;Paris;;;;;;;;;;;;;Danse classique;Jazz, Street Jazz & Modern jazz;Musiques mixtes;;;;;;;;francoise_114@yahoo.fr;;;;;147661455;;;;;Youness;15/04/2014
4103;Meilleursvinsbio;http://www.meilleursvinsbio.com/;183 Rue Legendre;75017;Paris;;;;;;;;;;;;;Vins & mets / chocolats;Œnologie;;;;;;;;;contact@meilleursvinsbio.com;;;;;;;;;;Guennole;15/04/2014
4105;Marina Margherita;http://www.ify.fr/index.php?option=com_content&view=article&id=48:marina-margherita&catid=16:liste-des-formateurs;195 Bd Malesherbes;75017;Paris;;;;;;;;;;;;;Yoga autres;;;;;;;;;;marina@margherita.eu;marina.margherita@orange.fr;;;;146226203;;;;;Guennole;15/04/2014
4108;Compagnie Des Aléas;compagnie-des-aleas.com;2 sq Villaret de Joyeuse;75017;Paris;;;;;;;;;;;;;Improvisation théâtrale;Théâtre amateurs;;;;;;;;;compagniedesaleas@gmail.com;;;;;662239704;;;;;Elisa;15/04/2014
4109;3 petits cailloux;3petitscailloux.com;20 rue des Dames;75017;Paris;;;;;;;;;;;;;Dessin;Peinture;Autres arts plastiques;Mosaïque décorative;;;;;;;trois_petits_cailloux@hotmail.com;;;;;670177412;;;;;Youness;15/04/2014
4110;Plein-Etre;http://pleinetre.pagesperso-orange.fr/;20 rue Dulong;75017;Paris;;;;;;;;;;;;;Yoga autres;Massage;;;;;;;;;pleinetre@wanadoo.fr;;;;;142938778;;;;;Zara;15/04/2014
4114;Le Workshop. Cinéma;ecolecinemaacteur.com;208 Rue du Faubourg St Honoré;75008;Paris;Rue des epinettes;75017;paris;;;;;;;;;;Formation d'acteurs;Réalisation films tous formats;;;;;;;;;workshop@genevray.com;;;;;606666633;;;;;Mehdi;15/04/2014
4115;La Salle;la-salle.net;22 rue de la félicité;75017;Paris;;;;;;;;;;;;;Arts martiaux autres;Tir sportif;Boxe thaïlandaise;Kickboxing;Boxe anglaise;;;;;;contact@la-salle.net;;;;;660120211;147664031;;;;Guennole;15/04/2014
4117;Jardin Claire Isis;http://www.jardin-yoga.org/index.php?op=NEArticle&sid=11;7, PAssage Moncey;75017;Paris;;;;;;;;;;;;;Yoga autres;;;;;;;;;;eko.claire.isis@gmail.com;ekoclaire@yahoo.fr;;;;613125243;142297928;;;;Mehdi;15/04/2014
4119;Ifk Paris;ifkparis.net;229 rue de Courcelles;75017;Paris;;;;;;;;;;;;;Hockey;;;;;;;;;;ifkparis@laposte.net;ifkparis@gmail.com;;;;624831030;;;;;Mehdi;15/04/2014
4120;Terroir Experience;terroirexperience.com;23 rue Brey;75017;Paris;Domaine Lyon Saint Joseph;69110;Sainte Foy;;;;;;;;;;Œnologie;Vins & mets / chocolats;;;;;;;;;contact.client@terroirexperience.com;;;;;145245589;;;;;Zara;15/04/2014
4121;Cooking baz’art Paris;cookingbazart.com/cours-cuisine-enfant-paris ;23, rue Fourcroy;75017;Paris;;;;;;;;;;;;;Cuisine française;Cuisine européenne;;;;;;;;;isabelle@cookingbazart.com;;;;;610927530;;;;;Elisa;15/04/2014
4123;Academie de danse du 17e;academie17.free.fr;24 rue des Apennins;75017;Paris;;;;;;;;;;;;;Danse classique;Danse contemporaine & moderne;Gymnastique douce, stretching & étirements;Arts martiaux autres;;;;;;;academie17@free.fr;m.lebertdoumergue@hotmail.fr;;;;615248425;144853781;;;;Youness;15/04/2014
4125;Club de Gymnastique Aquatique et de Natation;gymaquatiqueparis.fr ;25 rue de la Condamine;75017;Paris;;;;;;;;;;;;;Aquagym;Initiation natation;;;;;;;;;daniele.boucart.cgan@wanadoo.fr;;;;;627211033;;;les cours se déroulent dans la bonne humeur et même avec des éclats de rire;;Fabrice;15/04/2014
4126;Déborah Artignan;cabinet-sophrologie.fr ;36, rue Lemercier;75017;Paris;;;;;;;;;;;;;Sophrologie;;;;;;;;;;deborah.artignan@wanadoo.fr;deborah.brauner.artignan@gmail.com;;;;144097444;;;;;Elisa;15/04/2014
4127;GYM 17;gym17.fr ;14 passage saint ange;75017;Paris;26 rue Boulay;75017;Paris;16 rue Dautancourt;75017;Paris;10 rue Fragonard;75017;Paris;38-40 bd de reims;75017;Paris;Gymnastique acrobatique & trampoline;Gymnastique douce, stretching & étirements;Pilates;Sophrologie;Gymnastique douce, stretching & étirements;Qi Gong;;;;;information@gym17.fr;;;;;142120656;687356289;;;;Mehdi;15/04/2014
4131;L'Ecole de Musique à Domicile;icm-musique.fr ;25 rue Lantiez;75017;Paris;;;;;;;;;;;;;Musiques mixtes;Flûtes & hautbois;Piano;Trompette;Accordéon;Saxophone;Clarinette;Solfège;Basse & amplis;;contact@icm-paris.fr;contact@icm-musique.fr;;;;970809001;;;;;Guennole;15/04/2014
4132;Théâtre de la Coupe;tdlc.biz;25, rue Lantiez;75017;Paris;28 rue Daubign;75017;Paris;90 bd Bessières;75017;Paris;;;;;;;Théâtre amateurs;Pratiques théâtrales mixtes;Improvisation théâtrale;;;;;;;;adeleauriol@hotmail.fr;arobuzz@gmail.com;;;;;;;;;Youness;15/04/2014
4133;Ecole de Shorinji Kempo - Paris la Jonquière;http://kempolajonquiere.free.fr/;26 rue Boulay;75017;Paris;120 boulevard Bessières;75017;Paris;;;;;;;;;;Self-défense;Arts martiaux autres;;;;;;;;;kempolajonquiere@free.fr;;;;;616110224;;;;;Mehdi;15/04/2014
4134;Aikikai Pereire;aikikaipereire.com;26 rue Boulay;75017;Paris;;;;;;;;;;;;;Aïkido;Arts martiaux autres;;;;;;;;;aikikaipereire@free.fr;;;;;670847196;;;;;Youness;15/04/2014
4135;Yoga Paris Montreuil;yoga-paris-montreuil.com;26 rue Boulay;75017;Paris;4/6 place de la République;93500;Montreuil;;;;;;;;;;Hatha yoga;Yoga autres;Ashtanga Vinyasa yoga;;;;;;;;aliceferrero@aliceadsl.fr;yogalecyd@gmail.com;;;;616161860;;;;;Elisa;15/04/2014
4136;Amicale pongiste 17;clubap17.free.fr;79 rue de la Jonquiere;75017;Paris;;;;;;;;;;;;;Ping-pong / tennis de table;;;;;;;;;;clubap17@free.fr;;;;;142291747;;;;;Youness;15/04/2014
4138;Charlotte Danse Academie;http://www.charlottedanseacademie.com/;26, Villa Wagram;75017;Paris;66 rue Nicolo;75016;Paris;;;;;;;;;;Hip-hop & break dance;Comédie musicale & chorégraphies;;;;;;;;;cdacademie@gmail.com;;;;;610257131;;;;;Fabrice;15/04/2014
4141;La Comedie des Ternes;lacomediedesternes.com ;27 rue d’Armaillé;75017;Paris;;;;;;;;;;;;;Comédie musicale & chorégraphies;;;;;;;;;;comediedesternes@yahoo.fr;;;;;145750032;;;;;Guennole;15/04/2014
